DocId,DocTextlen,DocText,ADJ,ADP,ADV,AUX,CCONJ,DET,NOUN,NUM,PART,PRON,PROPN,PUNCT,SCONJ,SYM,VERB,X,INTJ,DocType,FileSize,FilePath,DocCat
T_115,2497,pompeii get digital old fashioned audio tour historical place soon replace computer generate image bring site life european_union fund project look provide tourist computer augment version archaeological attraction allow visitor glimpse life originally live place pompeii pave way new form cultural tourism technology allow digital people computer generate element combine actual view see tourist walk historical site lifeplus project eu information_society_technologies initiative aim promote user friendly technology enhance european cultural heritage engineer researcher work europe wide consortium come prototype augment reality system require visitor wear head mount display miniature camera backpack computer camera capture view feed software computer visitor viewpoint combine animate virtual element pompeii example visitor fresco tavern villa excavate people go daily life augmented reality create special effect film troy lord rings computer gaming technology computer game say professor nadia_magnenat-thalman swiss research group miralab time able run combination software process create walk talk people believable clothing skin hair real time say unlike virtual reality deliver entirely computer generate scene viewer lifeplus project combine digital real view crucial technique software interpret visitor view provide accurate match real virtual element software capable develop uk company 2d3 andrew_stoddart chief scientist 2d3 say eu project drive new desire bring past life popularity television documentary dramatisation computer generate imagery recreate scene ancient history demonstrate widespread appeal bring ancient culture life say,41,52,8.0,26.0,14.0,43,109,2.0,11.0,15.0,17,52,4.0,0.0,57,0.0,0.0,Tech,2504,../input/bbc-full-text-document-classification/bbc/tech/115.txt,4
T_116,1923,fast move phone bug appear security firm warn mobile phone virus spread fast similar bug new strain cabir mobile phone virus use short range radio technology leap vulnerable phone soon range cabir virus affect high end handset run symbian series 60 phone operating system despite warning far report phone infect new variant cabir original cabir worm come light mid june 2004 send anti virus firm proof concept program mistake way original cabir write mean escape laboratory bug able infect phone time new cabir strain mistake correct spread short range bluetooth technology vulnerable phone range bluetooth effective range ten metre risk infect cabir low user malicious program permission download handset manually install user protect alter setting symbian phone conceal handset bluetooth device finnish security firm f-secure issue warning new strain cabir say virus damage phone block normal bluetooth activity drain phone battery anti virus firm sophos say source code cabir post net brazilian programmer lead variant program create far seven version cabir know exist inside malicious skulls program find late november symbian series 60 software licence nokia lg_electronics lenovo panasonic samsung sendo siemens,34,41,16.0,25.0,5.0,37,76,6.0,7.0,14.0,33,28,7.0,0.0,41,0.0,0.0,Tech,1928,../input/bbc-full-text-document-classification/bbc/tech/116.txt,4
T_117,1730,"joke e mail virus trick user virus disguise joke spread rapidly net anti virus firm issue high level warning new version bagle e mail program catch lot people windows virus grab e mail address microsoft_outlook use mail send software spread new victim infect machine bagle variant turn security measure usually protect pc new variant call bagle bagle bb bagle au attachment bear virus code label joke price body virus usually contain smiley emoticon virus strike computer run windows_95 98 nt 2000 xp user infect open attachment travel e mail plunder microsoft_outlook e mail address send bagle try turn firewall security centre service windows_xp machine bbc_news_online receive warning virus security company finnish company f-secure give virus second high threat level report world say mikko_hypponen director anti virus research f-secure security firm network_box say stop 30,000 copy hour virus outbreak reach peak black_spider say stop 1 million copy bagle outbreak begin 0630 bst 0530 gmt anti virus firm urge user wary unexpected e mail message bear attachment update software ensure protect late threat",21,29,7.0,13.0,8.0,29,89,8.0,7.0,17.0,30,38,6.0,0.0,40,0.0,0.0,Tech,1735,../input/bbc-full-text-document-classification/bbc/tech/117.txt,4
T_118,1983,"progress new internet domain early 2005 net new domain name .post .travel net domain give preliminary approval net administrative body name total 10 propose domain consider the_internet_corporation_for_assigned_names numbers,_icann propose name include domain pornography asia mobile phone anti spam domain catalan language culture .post domain back the_universal_postal_union want use online marker type postal service help co ordinate e commerce effort national post office .travel domain hotel travel firm airline tourism office help organisation distinguish online back new_york base trade group call the_travel_partnership icann say early decision domain response detailed technical commercial information organisation name submit despite initial approval icann caution guarantee domain actually service time icann consider proposal domain win approval proposal set .xxx domain pornographic website similar proposal time past icann reluctant approve difficulty make pornographer sign use 2000 icann approve seven new domain vary degree success new call level domain specific industry organisation .museum .aero .info .biz intend generic total excess 200 domain name majority nation domain end .com suffix far numerous",35,41,7.0,27.0,14.0,32,82,12.0,7.0,15.0,14,31,4.0,0.0,38,0.0,0.0,Tech,1988,../input/bbc-full-text-document-classification/bbc/tech/118.txt,4
T_119,2205,argonaut founder rebuild empire jez_san man argonaut game group go administration week ago buy company veteran game developer take cambridge base add_monsters studio london subsidiary morpheme argonaut group go administration severe cash crisis fire half staff august warn annual loss £ 6 m year 31 july jez_san key figure uk game industry developer receive obe 2002 estimate worth £ 200 m peak dotcom boom found argonaut 1982 title 1993 starfox game recently harry_potter game playstation like software developer argonaut need constant flow deal publisher august warn annual loss £ 6 m blame delay sign new contract tough condition software industry group subsidiary place administration week ago mr sans resign company ceo 100 staff fire late round cut 80 worker argonaut headquarters edgware north london 17 morpheme office kentish_town london 22 add monsters base cambridge mr san emerge buy morpheme add monsters pleased announce sale business go concern say david_rubin administrator david_rubin_&_partners save 40 job substantial employment claim arise sale achieve mr rubin say administrator talk sale argonaut software division edgware hopeful find buyer difficult time employee salute commitment business work solution say employee angry way cash crisis handle tell bbc_news_online staff fire financially ruin space day,19,63,11.0,27.0,9.0,45,86,16.0,6.0,18.0,43,45,2.0,3.0,38,0.0,0.0,Tech,2213,../input/bbc-full-text-document-classification/bbc/tech/119.txt,4
T_120,3025,"dozen hold id fraud site people include briton arrest global operation website allegedly involve identity fraud arrest accuse operate shadowcrew.com investigator claim global clearing house criminal involve credit card fraud 19 year old man camberley surrey arrest the_national_hi-tech_crime_unit bail operation_firewall lead the_us_secret_service involve seven nation british teenager arrest wednesday detail emerge friday bail return surrey police station december 28 people detain globally suspect involve internet base network steal people identity computer website defraud credit card company authority indict 19 people newark new_jersey estimate fraud cause loss $ 4 m. assistant attorney scott_christie say people arrest argentina bulgaria canada estonia poland sweden mr christie say ringleader believe russian anatoly tyukanov investigator 30 law enforcement agency worldwide spend 15 month look activity website shadowcrew carderplanet darkprofits the_us_secret_service tip july 2003 nhtcu spokeswoman say american investigator go undercover shadowcrew website discover site 4,000 member organise crime purpose say criminal website traffic counterfeit credit card false identification information document credit card driver licence passport birth certificate website share tip commit fraud provide forum people buy information tool need commit crime say shadowcrew site take the_us_secret_service list discussion group english russian include hacking spam online anonymity tool head nhtcu acting detective chief superintendent mick_deats say investigation result significant disruption organise criminal internet profit believe suspect traffic 1.7 million steal credit card number lead loss financial institution run million chief supt deats go warn internet offer huge legitimate benefit modern society bring powerful opportunity seek abuse benefit criminal gain identity precious commodity criminal try steal personal financial information ordinary citizen confidential proprietary information company engage e commerce target law enforcement",28,56,12.0,28.0,16.0,36,113,16.0,12.0,17.0,50,63,2.0,1.0,71,0.0,0.0,Tech,3031,../input/bbc-full-text-document-classification/bbc/tech/120.txt,4
T_121,2195,robot learn robotiquette rule robots learn lesson robotiquette behave socially mix well human play game like pass parcel university_of_hertfordshire team find future robot companion react social situation study finding eventually help human develop code social behaviour human robot interaction work european cogniron robotic project london science_museum assume situation useful human companion robot exist say professor kerstin_dautenhahn project leader hertfordshire mission look robot program respect personal space human research focus human perception robot include look robot learn new skill imitate human demonstrator study build robot respect fact human individual preference come different cultural background professor dautenhahn tell bbc_news_online want robot treat human human being like robot add situation companion robot eventually deal person group people find react hertfordshire cogniron team teach robot play pass parcel child show skill the_science_museum unnamed robot select approach ask different child pick parcel gift move arm pointer camera eye speech instruction play music accord researcher year build robot use robotiquette human interaction think robot companion human think 20 year future conclude professor dautenhahn long hard develop robot hear story the_bbc_world_service's digital programme,25,44,16.0,24.0,9.0,31,88,3.0,17.0,21.0,18,66,9.0,0.0,55,0.0,0.0,Tech,2203,../input/bbc-full-text-document-classification/bbc/tech/121.txt,4
T_122,4034,"concern windows_atms_cash machine network soon susceptible computer virus security firm warn warning issue bank start use windows operating system machine incident windows virus disrupt network cash machine run microsoft operating system banking expert danger overplay risk infection disruption small year venerable ibm operating system know os/2 staple software power 1.4 m cash machine operation world ibm end support os/2 2006 force bank look alternative pressure make bank turn windows say dominic_hirsch managing director financial analysis firm retail_banking_research say cash machine upgrade use new europay mastercard visa credit card use computer chip instead magnetic stripe store datum law demand disabled people equal access information force bank cash machine versatile able present information different way todd_thiemann spokesman anti virus firm trend_micro say windows cash machine risk mr thiemann say research towergroup show 70 new cash machine instal windows base say incident cash machine unavailable hour virus affect network bank own january 2003 slammer worm knock 13,000 cash machine the_bank_of_america operate the_canadian_imperial_bank_of_commerce august year cash machine un name bank action hour follow infection welchia worm incident like happen say mr_thiemann bank start windows cash machine change networking technology link device office computer mean cash machine computer bank share datum network mean cash machine catch virus go common transmission system say bank need consider protection investment maintain security network mr thiemann tell bbc_news_online mr hirsch retail_banking_research say number cash machine actually risk low upgrade year currently say cash machine lifetime 10 year mean 10 atms swap new model year window cash machine year say bank simply upgrade usual replacement cycle theory big threat windows os/2 say think bank hugely concerned moment pretty unusual hear virus problem atm say different security system build cash machine mean chance virus cause start spit cash spontaneously say bank likely worried internal network overwhelm worm virus customer able cash add spokesman the_association_of_payment_and_clearing_services apacs represent uk payment industry say risk virus minimal concern go type virus hit uk network say risk infection small datum network connect uk cash machine operator atm small tightly knit community virus strike",47,80,28.0,48.0,14.0,54,175,13.0,21.0,41.0,42,73,15.0,0.0,92,0.0,0.0,Tech,4043,../input/bbc-full-text-document-classification/bbc/tech/122.txt,4
T_123,3478,attack prompt bush site block official election site president george_w_bush block visit overseas user security reason blocking begin early monday outside try view site get message say authorise view keen net user show policy effective find site view overseas browser alternative net address policy try stop overseas visitor view site think adopt response attack georgewbush.com website scott_stanzel spokesman bush cheney campaign say measure take security reason decline elaborate blocking policy barring non-us visitor lead campaign inundate call force statement blocking take place early october call denial service attack mount site bombard datum thousand pc attack site unusable hour time web team bush cheney campaign start service company call akamai help website deal ebb flow visitor traffic akamai use web base tool call edgescape let customer work visitor base typically tool ensure webpage video image load quickly block traffic geographic blocking work numerical address net use organise hand regional basis reader boingboing weblog find viewer site alternative form george_w_bush domain ironically work alternative supposedly secure version site work alternative domain bush cheney campaign let web user outside visit site site see anonymous proxy service base web user canada report browse site international exclusion zone georgewbush.com spot net monitoring firm netcraft keep eye traffic pattern different site netcraft say early hour 25 october attempt view site monitoring station london amsterdam sydney fail contrast netcraft monitoring station manage view site problem datum gather netcraft pattern traffic site show blocking result denial service attack mike_prettejohn netcraft president speculate block decision take cut cost traffic run election 2 november say site reason distribute content people vote week manage traffic good way ensure site stay work closing day election campaign simply block non-us visitor mean americans overseas bar american soldier station overseas able site use military portion net akamai decline comment say talk customer website,33,67,26.0,43.0,8.0,72,151,6.0,23.0,22.0,36,51,17.0,0.0,94,0.0,0.0,Tech,3485,../input/bbc-full-text-document-classification/bbc/tech/123.txt,4
T_124,2148,loyalty card idea tv addict viewers soon reward watch tv loyalty card come screen near household hook sky soon smartcard conjunction set box broadcaster sky itv offer viewer loyalty point return watch particular channel programme sky activate spare slot set box january marketing magazine new_media_age report sky set box slot viewer decryption card dormant loyalty card common addition wallet high street brand rush customer series incentive offer store card similar scheme look set enter highly competitive world multi channel tv viewer stay loyal particular tv channel reward free tv content freebie retail partner broadcaster aim content child offer smartcard give membership exclusive content club parent pre pay content kind tv pocket money card say nigel_whalley manage director medium consultancy decipher viewer reward watch ad break idea ad bingo tout firm keen money new market say mr whalley credit card chip set box pay movie gambling gaming idea intelligent card box offer lot possibility ingenuity content player say mr whalley bbc revenue generate activity little interest new development prompt change freeview set box say mr whalley currently freeview box slot allow viewer use smartcard 7.4 million household sky box sky hope increase 10 million 2010 loyalty card play role particularly reduce number people cancel sky subscription say ian_fogg analyst jupiter_research,26,52,9.0,31.0,7.0,26,116,7.0,8.0,11.0,23,44,2.0,0.0,52,0.0,0.0,Tech,2154,../input/bbc-full-text-document-classification/bbc/tech/124.txt,4
T_125,3858,force strong battlefront warm reception greet star wars battlefront reflection ingenious innovation gameplay basic approach immense nostalgia quotient gear online gamer base little series gunfight set array location feature hint blockbuste film trilogy previous star wars title like acclaim knights_of_the_old_republic jedi_knight regularly impress imaginative foray far corner franchise extensive universe use weird wonderful new character battlefront hand wholeheartedly revisit recognisable element hit movie sight sound protagonist instantly familiar fan feel opportunity relive star wars memorable screen skirmish make game wait mayhem view person perspective fight force freedom join darth_vader dark depend episode type campaign player personal propensity good evil ample chance wookie shoot ewoks rush battle alongside fire luke_skywalker section task simply wipe enemy troop seize strategic waypoint planet complicated location include frozen waste hoth ice planet empire strikes complete massive mechanical ats march dusty sinister desert tatooine geonosis forest moon endor return jedi malign ewoks live feel place truly capture backdrop character look good authentic worth note the_playstation_2 game graphic curiously long way xbox version pivotal element battlefront success successfully give feel plunge midst large scale war number combatant noise abundance laser fire sense chaos come speak noise battlefront real testament strength star wars galaxy audio motif multitude distinctive weapon vehicle noise immensely familiar stir john_williams symphony let particularly snazzy remix theme menu section say game boon star wars stand long gameplay reliable bog standard stuff short originality odd annoyance like game insistence spawn mile away action irritating price pay getting blow second appear weapon vehicle responsive fluid operate say great fun pilot scout walker speeder_bike non user friendly prove whilst firmly design multiplayer action mind battlefront actually perfectly good fun offline game average ai enemy see give frenetic environment operate strategic behaviour need sophisticated battlefront novelty value doubtless wear relatively fast leave slightly trick pony game absolute blast immediately satisfy video game offering george_lucas' stable,59,94,44.0,40.0,29.0,70,140,4.0,23.0,44.0,43,78,10.0,0.0,63,0.0,0.0,Tech,3865,../input/bbc-full-text-document-classification/bbc/tech/125.txt,4
T_126,1837,"ultimate game award doom 3 sci fi shooter doom 3 blast away competition major game ceremony golden joystick award title win twice win ultimate_game_of_the_year good pc game award present little britain star matt_lucas anticipate sci fi horror doom 3 shoot straight uk game chart release august winner include grand_theft_auto san_andreas take want christmas prize release week closely follow halo_2_and half life 2 expect big hit unleash later month miss prize wanted game 2005 go nintendo title legend zelda original doom release 1994 herald new era computer game introduce 3d graphic help establish concept person shooter doom 3 develop year think cost $ 15 m £ 8.3 m honour good online game year go battlefield vietnam the_chronicles_of_riddick:_escape butcher bay hand the_unsung_hero_game_of_2004 release somewhat eclipse doom 3 release week receive gamer praise storyline differ film release time electronic arts name publisher year take crown nintendo win 2003 annual award vote 200,000 reader computer video game magazine game award like grow importance year uk market game grow 100 worth record £ 1,152 m 2003 accord recent report analyst screen_digest",23,46,13.0,18.0,7.0,31,69,16.0,4.0,16.0,35,42,1.0,2.0,38,0.0,0.0,Tech,1843,../input/bbc-full-text-document-classification/bbc/tech/126.txt,4
T_127,2078,gadget herald mp3 season partners love hi tech gear want present early expert predict gadget shortage christmas apple ipod topping wish list ipod mini round predict oliver_irish editor gadget magazine stuff ipod mini likely year tracey island say mr irish stuff compile list 10 gadget 2004 ipod number bewilder choice gadget market stuff hi fi host well gadget london weekend star sony qrio_robot singing dancing football play man machine hold intelligent conversation sale sony commercial plan robot greet visitor fly japan probably airplane seat highly sony prize say mr irish display virtual keyboard project flat surface event play host large collection digital music player company creative sony philips ubiquitously fashionable ipod apple suggestion gaming wireless christmas unlikely come true mp3 player remain popular stocking filler say mr irish demand huge apple promise supply people struggle hand ipod mini say mr irish like gadget multi talented gizmondo powerful gaming console gps gprs double mp3 player movie player camera impressive say mr irish christmas gadget male preserve woman get gadget husband boyfriend buy say mr irish gadget nowadays lifestyle product geek,24,34,24.0,39.0,13.0,28,80,3.0,12.0,30.0,48,60,7.0,0.0,36,0.0,0.0,Tech,2084,../input/bbc-full-text-document-classification/bbc/tech/127.txt,4
T_128,1530,commodore find new lease life famous commodore computer brand resurrect buy base digital music distributor new owner yeahronimo_media_ventures rule possibility new breed commodore computer plan develop worldwide entertainment concept brand detail know groundbreaking commodore 64 computer elicit fond memory own 1980 chronology home computing commodore pioneer commodore 64 launch 1982 affordable home pc follow year later amiga commodore 64 sell single computer system day brand languish somewhat 1990 commodore_international file bankruptcy 1994 sell dutch firm tulip_computers late 1980 firm great rival atari produce range home computer brand video game know infograme tulip_computers sell product commodore include portable usb storage device digital music player plan relaunch brand follow upsurge nostalgia 1980 era game commodore 64 enthusiast write emulator windows_pc apple_mac pda original commodore game run sale commodore expect complete week deal worth £ 17 m.,24,34,11.0,17.0,4.0,29,63,11.0,5.0,7.0,19,29,3.0,1.0,26,0.0,0.0,Tech,1537,../input/bbc-full-text-document-classification/bbc/tech/128.txt,4
T_129,2522,"broadband uk grow fast high speed net connection uk prove popular bt report people sign broadband month quarter 600,000 connection total number people uk sign broadband bt 3.3 million nationally 5 million browse net broadband britain high number broadband connection europe accord figure gather industry watchdog ofcom growth mean uk surpass germany term broadband user 100 people uk total 5.3 million translate 7.5 connection 100 people compare 6.7 germany 15.8 netherlands number people sign broadband include service direct bt company sell bt line surge people sign bt stretch reach adsl uk widely way get broadband 6 km asymmetric digital subscriber line technology let ordinary copper phone line support high datum speed standard speed 512kbps fast connection available breakthrough lead dramatic increase order suddenly able satisfy pen demand exist area say paul_reynolds chief executive bt_wholesale provide phone line firm sell bt_retail sell net service good quarter provide 30 new broadband customer slight increase previous month despite good news growth broadband figure telecommunications regulator ofcom bt face increase competition dwindle influence sector local loop unbundling llu bt rival install hardware exchange line customer home office grow steadily cable_&_wireless ntl announce invest million start offer llu service end september 4.2 million phone line call carrier_pre-section cps service talktalk tel route phone call non bt network local exchange 300 different firm offer cps service percentage people bt line voice call shrink 55.4",42,69,14.0,12.0,9.0,33,102,21.0,5.0,17.0,40,47,7.0,0.0,56,0.0,0.0,Tech,2527,../input/bbc-full-text-document-classification/bbc/tech/129.txt,4
T_130,2585,"slim playstation triple sale sony playstation_2's slim shape prove popular uk gamer 50,000 sell week sale sale triple launch outstrip microsoft xbox say market analyst chart-track number boost release ps2 game grand_theft_auto san_andreas title break uk sale record video game weekend release late figure suggest sell 677,000 copy obviously encouraging sony microsoft briefly outsell week john_houlihan editor computerandvideogames.com tell bbc_news halo 2 xbox week head head contest xbox xbox sale week climb ps2 sale double figure mean sony reach seven million barrier uk sale console edinburgh base developer rockstar gta title see san_andreas pull estimate £ 24 m gross revenue weekend comparison blockbuster film like harry_potter prisoner azkaban take £ 11.5 m day uk box office lord rings return king take nearly £ 10 m opening weekend game title time expensive cinema ticket gangster theme gta san andreas sequel grand_theft_auto vice city previously hold record fast sell video game xbox game halo_2 release 11 november uk widely tip well sell game year original title win universal acclaim 2001 sell million copy mr houlihan add sony ps2 definitely help release san_andreas coincide slimline ps2 hit shelf run christmas huge battlefield game console title microsoft xbox win race week sale sale figure suggest largely adult audience drive demand gta san andreas 18 certificate sony microsoft reduce console price recently prepare way launch generation console 2005 hit crucial price point £ 100 open new console new audience plus release important game term development drive sale say mr houlihan",24,59,25.0,25.0,10.0,43,98,20.0,4.0,17.0,63,58,8.0,4.0,43,1.0,0.0,Tech,2596,../input/bbc-full-text-document-classification/bbc/tech/130.txt,4
T_131,2450,seaman sail biometric future luxury cruise liner crystal_harmony currently gulf mexico unlikely setting test biometric technology holidaymaker enjoy balmy breeze ship crew test prototype version world internationally issue biometric id card seafarer equivalent passport owner picture personal detail new seafarers'_identity_document incorporate barcode represent unique feature holder fingerprint card issue february year line revise un_convention_on_seafarers'_identity_documents june 2003 test currently way caribbean design ensure new card machine reader produce different company different country work interoperable standard result current test involve seafarer wide range occupation nationality publish the_international_labour_organisation ilo end november crystal_cruises operate crystal harmony explore use biometric commit technology authenti-corp technology consultancy work ilo technical specification card issue seafarer id country want sure ship land port country validate equipment instal authenti-corp's ceo cynthia_musselman tell bbc go_digital programme say french jordanian nigerian national seafarer new id card country ratify convention aim combat international terrorism whilst guarantee welfare million seafarer estimate sea convention highlight importance access shore facility shore leave vital element sailor wellbeing say safe shipping clean ocean increase security sea border control protection card hopefully reduce number piracy problem world say ms_musselman safe environment seafarer work allow people protect border confidence people get ship fact seafarer,28,47,9.0,25.0,10.0,42,99,3.0,17.0,19.0,26,52,9.0,0.0,42,0.0,1.0,Tech,2455,../input/bbc-full-text-document-classification/bbc/tech/131.txt,4
T_132,1688,"duo spam conviction brother sister convict send hundred thousand unsolicited e mail message aol subscriber criminal prosecution internet spam distributor jurors virginia recommend man jeremy_jaynes serve year prison sister jessica_degroot fine $ 7,500 convict state law bar sending bulk e mail fake address formally sentence year defendant richard_rutkowski acquit prosecutor say jaynes snake oil salesman new format internet peddle useless ware news agency associated_press report fed ex refund processor suppose allow people earn $ 75 hour work home item sale internet history eraser sister help process credit card payment jayne amass fortune $ 24 m sale prosecutor say successful rip people year ap quote prosecutor russell_mcguire say jaynes find guilty break state law prohibit sending 100,000 e mail 30 day virginia_state attorney general jerry_kilgore reportedly say prosecutor ask 15 year jail jaynes jail term sister jaynes lawyer david_oblon call year recommend term outrageous say client believe innocent point accuse live north_carolina unaware virginia state law spam message estimate account 60 e mail send",15,32,5.0,18.0,6.0,25,86,10.0,5.0,14.0,24,41,3.0,3.0,40,0.0,0.0,Tech,1692,../input/bbc-full-text-document-classification/bbc/tech/132.txt,4
T_133,3311,"blogger fire airline airline attendant suspend inappropriate image blog web diary say fire ellen_simonetti know queen_of_the sky write anonymous semi fictional account life sky suspend delta september statement say initiate legal action airline wrongful termination delta spokesperson confirm wednesday ms_simonetti long employee delta repeatedly decline elaborate call internal employee matter spokesperson reiterate position wednesday confirm ms_simonetti long company spokesperson confirm clear rule attach unauthorised use delta branding include uniform ms_simonetti announce blog fire 1 november say official statement result suspension subsequent termination cause delta_airlines move forward file discrimination complaint the_federal_government_eeoc us_equal_employment_opportunity_commission add hire texas base law firm initiate legal action wrongful termination defamation character lose future wage ms_simonetti tell bbc_news website receive warning explanation suspend 25 september queen sky receive lot support advice global blogge community news suspension bring light bbc_news website story highlight concern grow blogge community conflict interest employment law free speech personal website blog start january way get mother death contain mix fictional non fictional account queen sky develop month character right accord ms_simonetti posting fictional name city company mention protect anonymity posting contain image uniform 10 image show ms_simonetti's flight wing remove soon inform suspension mean harm company understand think harm ms_simonetti say legal expert speculate delta concern fictional content blog link airline image post delta hit recently pressure rise fuel cost fierce competition say need cut 6,000 7,000 job reduce cost $ 5bn £ 2.7bn year analyst warn recently airline seek chapter 11 bankruptcy prevention week strike $ 1bn cost cut deal pilot save bankruptcy deal pilot accept 32 pay cut return right buy 30 million delta share unions say monday negotiate deal defer $ 135 m debt year 2007 airline say agree term $ 600 m loan american_express",34,74,19.0,33.0,15.0,48,127,14.0,10.0,48.0,36,70,11.0,4.0,80,0.0,0.0,Tech,3318,../input/bbc-full-text-document-classification/bbc/tech/133.txt,4
T_134,3491,"gates open big gadget fair bill_gates open the_consumer_electronics_show ces las_vegas say gadget work help people manage multimedia content home mr gates announcement generation xbox game console gadget lover hope 120,000 people expect attend trade stretch 1.5 million square foot run 6 9 january late trend digital imaging storage technology thin flat screen high definition tv wireless portable technology gaming broadband technology day mr gates say lot work year sort usability compatibility issue device easy share content predict beginning decade digital approach take grant lot work fun come go fast expect excited highlight technology trend year drive need technology transferring content difference device seamless gaming social thing social genre use rich communication look go e mail instant messaging blogging entertainment seamless create phenomenal mr gates say pc like microsoft media_centre central role play people make audio video image device way device work difference say cite success microsoft xbox video game halo_2 release november push xbox console sale past playstation month 2004 time 2004 game make use xbox_live online game service sell 6.23 million copy release people online play point future say partnership device hardware manufacturer highlight mr gates speech major groundbreaking new technology announcement affect largely consumer technology highlight kind trend come include mr gates call ecosystem technology like sbc iptv high definition tv digital video recorder work broadband high quality fast tv deal announce mean people watch control content portable device mobile phone ces feature key speech major technology player intel hewlett_packard parallel conference session gaming storage broadband future digital music 50,000 new product unleash tech f large consumer electronic gadget phenomenal year 2004 accord figure release ces organiser cea tuesday gadget explosion signal strong growth 2004 trend predict continue wholesale shipment consumer technology expect grow 11 2005",59,65,19.0,38.0,25.0,47,138,16.0,18.0,39.0,36,77,10.0,0.0,76,0.0,0.0,Tech,3498,../input/bbc-full-text-document-classification/bbc/tech/134.txt,4
T_135,5044,gta sequel criminally good grand theft auto series game set high standard recent year new addition able live increasingly grand tradition 18 certificate gta san_andreas playstation 2 get away merely revisit well sell formula approach instead build expand immeasurably game stomp carefree driv3r true crime shape opposition year sequel halo half life hard envisage top barnstorm instant classic basic gameplay remain familiar control character occasion youth name cj set series self contain mission massive 3d environment cj commandeer vehicle stumble push bike city bus plane come handy seek establish presence tough urban environment avenge dreadful deed wage family thing bad frame murder moment arrive town blackmail crooked cop play samuel_l_jackson chris_penn setting rampant criminality fictional state san_andreas comprise major city los_santos thinly disguise los_angeles san_fierro aka san_francisco las_venturas carbon copy las_vegas san_andreas suck sprawl range cast character incredibly sharp writing ability capture ambience real world version city behold assist end monumental graphical advance vice city street vast swathe countryside turn gloriously menacing grungy preppy flaunt awesome level graphical detail game overall look particularly unusual weather condition dramatic sunset stupendous outstanding bread butter gameplay mechanic provide solid grounding elaborate plot hang car handle convincingly superb motion blur kick hit high speed traffic navigate park vehicle lane freeway second huge pile pedestrian force loquacious bunch cj interact simple system control pad pass comment appearance credibility aspect player control clothe tattoo haircut purchase fund habit achieve criminal mean indulge mini game like bet horse challenge bar patron game pool character lose weight accord long spend foot gym pause regularly restaurant energy level swell result eating gta hero swim time game fire suppose potential corrupt young san_andreas' violence specifically freedom give player commit violence sure inflame pro censorship brigade developers rockstar shy away brutality respect ramp past outing hijack car example cj gratuitously shove driver head steering wheel flee vehicle tone dark jokey vice city grim subject matter hardly lend gag way cheesy 80 setting game title incidentally set 1992 apart influence radio playlist wit present restrained previous outing reason incredible range vehicle radio station available mean spend time happen hilarious talk radio option gta games trademark humour anchor quality voice acting motion capture simply chart game odious gangland lowlife swagger mouth way ring true testament san_andreas' magnificence number prominent flaw plus point numerous niggle detract screen map instance needlessly fiddly unwelcome change past edition jarring slowdown action pack moment game suffer age old problem rely blight game genre set vast distance fail right end long mission gameplay experience entirety overwhelmingly positive simply bother minor failing san_andreas unmissable game 2004,83,114,56.0,51.0,37.0,101,205,6.0,21.0,48.0,38,112,16.0,0.0,94,0.0,0.0,Tech,5051,../input/bbc-full-text-document-classification/bbc/tech/135.txt,4
T_136,1852,"bt offer free net phone call bt offer customer free internet telephone call sign broadband december christmas away entitle customer free telephone call uk internet user need use bt internet telephony software know bt_communicator microphone speaker headset pc bt launch promotion potential broadband connection customer people want advantage offer need bt_together fix line customer sign broadband online offer limit 50,000 people sign limitation free call include call mobile non geographical number 0870 premium number international number bt keen provide extra service broadband customer people bt_communicator find far convenient way make pc say andrew_burke director value add service bt retail home high speed access provider increasingly offer add ons cheap net call broadband telephony attractive customer bt want sure wave service say ian_fogg analyst jupiter_research bt_communicator quiet launch summer bt wave flag bit add bt struggle maintain market share broadband subscriber competitor enter market report bt lose 10 market share year half broadband user 40 bt hope late offer persuade people jump broadband bandwagon currently 1.3 million broadband subscriber",31,37,9.0,20.0,9.0,23,84,6.0,14.0,14.0,23,38,5.0,0.0,46,0.0,0.0,Tech,1857,../input/bbc-full-text-document-classification/bbc/tech/136.txt,4
